From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9CQW1	Q9CQW1	reviewed	YKT6_MOUSE	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	Ykt6	Mus musculus (Mouse)	198
P46414	P46414	reviewed	CDN1B_MOUSE	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	Cdkn1b	Mus musculus (Mouse)	197
Q91VX2	Q91VX2	reviewed	UBAP2_MOUSE	Ubiquitin-associated protein 2 (UBAP-2) (Protein lingerer homolog 1) (mLig-1) (RNA polymerase II degradation factor Ubap2)	Ubap2 Lig1	Mus musculus (Mouse)	1132
Q9WTU6	Q9WTU6	reviewed	MK09_MOUSE	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	Mapk9 Jnk2 Prkm9	Mus musculus (Mouse)	423
P51949	P51949	reviewed	MAT1_MOUSE	CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Menage a trois) (RING finger protein MAT1) (p35) (p36)	Mnat1 Mat1	Mus musculus (Mouse)	309
Q9WUQ2	Q9WUQ2	reviewed	PREB_MOUSE	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12)	Preb Sec12	Mus musculus (Mouse)	417
P55200	P55200	reviewed	KMT2A_MOUSE	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	Kmt2a All1 Hrx Mll Mll1	Mus musculus (Mouse)	3966
P41230	P41230	reviewed	KDM5C_MOUSE	Lysine-specific demethylase 5C (EC 1.14.11.67) (Histone demethylase JARID1C) (Jumonji/ARID domain-containing protein 1C) (Protein SmcX) (Protein Xe169) ([histone H3]-trimethyl-L-lysine(4) demethylase 5C)	Kdm5c Jarid1c Kiaa0234 Smcx Xe169	Mus musculus (Mouse)	1554
Q60649	Q60649	reviewed	CLPB_MOUSE	Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]	Clpb Skd3	Mus musculus (Mouse)	677
Q3TIU4	Q3TIU4	reviewed	PDE12_MOUSE	2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)	Pde12	Mus musculus (Mouse)	608
O35730	O35730	reviewed	RING1_MOUSE	E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (Polycomb complex protein RING1) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1) (Transcription repressor Ring1A)	Ring1 Ring1A Rnf1	Mus musculus (Mouse)	406
Q9CWD8	Q9CWD8	reviewed	NUBPL_MOUSE	Iron-sulfur protein NUBPL (Nucleotide-binding protein-like)	Nubpl	Mus musculus (Mouse)	319
Q03160	Q03160	reviewed	GRB7_MOUSE	Growth factor receptor-bound protein 7 (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	Grb7	Mus musculus (Mouse)	535
P61961	P61961	reviewed	UFM1_MOUSE	Ubiquitin-fold modifier 1	Ufm1	Mus musculus (Mouse)	85
P56376	P56376	reviewed	ACYP1_MOUSE	Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)	Acyp1 Acype	Mus musculus (Mouse)	99
Q7TNG5	Q7TNG5	reviewed	EMAL2_MOUSE	Echinoderm microtubule-associated protein-like 2 (EMAP-2)	Eml2	Mus musculus (Mouse)	649
Q8C6G8	Q8C6G8	reviewed	WDR26_MOUSE	WD repeat-containing protein 26	Wdr26	Mus musculus (Mouse)	641
O70480	O70480	reviewed	VAMP4_MOUSE	Vesicle-associated membrane protein 4 (VAMP-4)	Vamp4	Mus musculus (Mouse)	141
Q9QZ88	Q9QZ88	reviewed	VPS29_MOUSE	Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29)	Vps29	Mus musculus (Mouse)	182
P56960	P56960	reviewed	EXOSX_MOUSE	Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2 homolog) (Polymyositis/scleroderma autoantigen 2 homolog)	Exosc10 Pmscl2	Mus musculus (Mouse)	887
Q9CPP6	Q9CPP6	reviewed	NDUA5_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	Ndufa5	Mus musculus (Mouse)	116
Q8BFU2	Q8BFU2	reviewed	H2A3_MOUSE	Histone H2A type 3 (H2A-clustered histone 25)	H2ac25 H2aw Hist3h2a	Mus musculus (Mouse)	130
Q60722	Q60722	reviewed	ITF2_MOUSE	Transcription factor 4 (TCF-4) (Class A helix-loop-helix transcription factor ME2) (Immunoglobulin transcription factor 2) (ITF-2) (MITF-2) (SL3-3 enhancer factor 2) (SEF-2)	Tcf4 Itf2 Sef2	Mus musculus (Mouse)	670
Q99JP4	Q99JP4	reviewed	CDC26_MOUSE	Anaphase-promoting complex subunit CDC26 (Cell division cycle protein 26 homolog)	Cdc26	Mus musculus (Mouse)	85
P16330	P16330	reviewed	CN37_MOUSE	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	Cnp Cnp1	Mus musculus (Mouse)	420
Q62470	Q62470	reviewed	ITA3_MOUSE	Integrin alpha-3 (CD49 antigen-like family member C) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]	Itga3	Mus musculus (Mouse)	1053
Q9R1X4	Q9R1X4	reviewed	TIM_MOUSE	Protein timeless homolog (mTim)	Timeless Tim1 Timeless1	Mus musculus (Mouse)	1197
P67871	P67871	reviewed	CSK2B_MOUSE	Casein kinase II subunit beta (CK II beta) (Phosvitin)	Csnk2b Ck2n	Mus musculus (Mouse)	215
Q6PCP5	Q6PCP5	reviewed	MFF_MOUSE	Mitochondrial fission factor	Mff	Mus musculus (Mouse)	291
Q9ESC8	Q9ESC8	reviewed	AFF4_MOUSE	AF4/FMR2 family member 4	Aff4 Alf4	Mus musculus (Mouse)	1160
Q9CQK7	Q9CQK7	reviewed	RWDD1_MOUSE	RWD domain-containing protein 1 (DRG family-regulatory protein 2) (IH1)	Rwdd1 Dfrp2	Mus musculus (Mouse)	243
Q921E6	Q921E6	reviewed	EED_MOUSE	Polycomb protein EED	Eed	Mus musculus (Mouse)	441
E9Q3L2	E9Q3L2	reviewed	PI4KA_MOUSE	Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)	Pi4ka Pik4 Pik4ca	Mus musculus (Mouse)	2105
P97480	P97480	reviewed	EYA3_MOUSE	Eyes absent homolog 3 (EC 3.1.3.48)	Eya3	Mus musculus (Mouse)	510
P62075	P62075	reviewed	TIM13_MOUSE	Mitochondrial import inner membrane translocase subunit Tim13	Timm13 Tim13a Timm13a	Mus musculus (Mouse)	95
Q8BU88	Q8BU88	reviewed	RM22_MOUSE	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22)	Mrpl22	Mus musculus (Mouse)	206
Q61941	Q61941	reviewed	NNTM_MOUSE	NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)	Nnt	Mus musculus (Mouse)	1086
Q61818	Q61818	reviewed	RAI1_MOUSE	Retinoic acid-induced protein 1	Rai1 Kiaa1820	Mus musculus (Mouse)	1889
Q80TB8	Q80TB8	reviewed	VAT1L_MOUSE	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	Vat1l Kiaa1576	Mus musculus (Mouse)	417
Q9EQF6	Q9EQF6	reviewed	DPYL5_MOUSE	Dihydropyrimidinase-related protein 5 (DRP-5) (Collapsin response mediator protein 5) (CRMP-5)	Dpysl5 Crmp5	Mus musculus (Mouse)	564
Q8K389	Q8K389	reviewed	CK5P2_MOUSE	CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)	Cdk5rap2 Kiaa1633	Mus musculus (Mouse)	1822
Q91YD9	Q91YD9	reviewed	WASL_MOUSE	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	Wasl	Mus musculus (Mouse)	501
Q8BHC1	Q8BHC1	reviewed	RB39B_MOUSE	Ras-related protein Rab-39B	Rab39b	Mus musculus (Mouse)	213
Q9JII5	Q9JII5	reviewed	DAZP1_MOUSE	DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1)	Dazap1	Mus musculus (Mouse)	406
Q8BU03	Q8BU03	reviewed	PWP2_MOUSE	Periodic tryptophan protein 2 homolog	Pwp2 Pwp2h	Mus musculus (Mouse)	919
Q9JJV2	Q9JJV2	reviewed	PROF2_MOUSE	Profilin-2 (Profilin II)	Pfn2	Mus musculus (Mouse)	140
Q62425	Q62425	reviewed	NDUA4_MOUSE	Cytochrome c oxidase subunit NDUFA4	Ndufa4	Mus musculus (Mouse)	82
Q9Z2G9	Q9Z2G9	reviewed	HTAI2_MOUSE	Oxidoreductase HTATIP2 (EC 1.1.1.-)	Htatip2 Cc3 Tip30	Mus musculus (Mouse)	242
Q9CSH3	Q9CSH3	reviewed	RRP44_MOUSE	Exosome complex exonuclease RRP44 (EC 3.1.13.-) (EC 3.1.26.-) (Protein DIS3 homolog) (Ribosomal RNA-processing protein 44)	Dis3 Kiaa1008 Rrp44	Mus musculus (Mouse)	958
Q924W5	Q924W5	reviewed	SMC6_MOUSE	Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (mSMC6)	Smc6 Kiaa4103 Smc6l1	Mus musculus (Mouse)	1097
Q91ZR2	Q91ZR2	reviewed	SNX18_MOUSE	Sorting nexin-18 (Sorting nexin-associated Golgi protein 1)	Snx18 Snag1	Mus musculus (Mouse)	614
P01899	P01899	reviewed	HA11_MOUSE	H-2 class I histocompatibility antigen, D-B alpha chain (H-2D(B))	H2-D1	Mus musculus (Mouse)	362
Q91Z96	Q91Z96	reviewed	BMP2K_MOUSE	BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1)	Bmp2k Bike	Mus musculus (Mouse)	1138
Q3TDN2	Q3TDN2	reviewed	FAF2_MOUSE	FAS-associated factor 2 (UBX domain-containing protein 8)	Faf2 Kiaa0887 Ubxd8	Mus musculus (Mouse)	445
Q9R0N7	Q9R0N7	reviewed	SYT7_MOUSE	Synaptotagmin-7 (Synaptotagmin VII) (SytVII)	Syt7	Mus musculus (Mouse)	403
Q9D0J8	Q9D0J8	reviewed	PTMS_MOUSE	Parathymosin	Ptms	Mus musculus (Mouse)	101
Q8R5L3	Q8R5L3	reviewed	VPS39_MOUSE	Vam6/Vps39-like protein	Vps39 Pldn Vam6	Mus musculus (Mouse)	886
P97789	P97789	reviewed	XRN1_MOUSE	5'-3' exoribonuclease 1 (mXRN1) (EC 3.1.13.-) (Protein Dhm2) (Strand-exchange protein 1 homolog)	Xrn1 Dhm2 Exo Sep1	Mus musculus (Mouse)	1719
Q9DCF9	Q9DCF9	reviewed	SSRG_MOUSE	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)	Ssr3	Mus musculus (Mouse)	185
Q8BWW9	Q8BWW9	reviewed	PKN2_MOUSE	Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2)	Pkn2 Prk2 Prkcl2	Mus musculus (Mouse)	983
Q8CD15	Q8CD15	reviewed	RIOX2_MOUSE	Ribosomal oxygenase 2 (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.79) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen)	Riox2 Mina Mina53	Mus musculus (Mouse)	465
P24288	P24288	reviewed	BCAT1_MOUSE	Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)	Bcat1 Eca39	Mus musculus (Mouse)	386
P83940	P83940	reviewed	ELOC_MOUSE	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)	Eloc Tceb1	Mus musculus (Mouse)	112
P70696	P70696	reviewed	H2B1A_MOUSE	Histone H2B type 1-A (Histone H2B, testis) (Testis-specific histone H2B)	H2bc1 Hist1h2ba Th2b	Mus musculus (Mouse)	127
Q9CQU3	Q9CQU3	reviewed	RER1_MOUSE	Protein RER1	Rer1	Mus musculus (Mouse)	196
Q6DFV3	Q6DFV3	reviewed	RHG21_MOUSE	Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21)	Arhgap21 Arhgap10 Kiaa1424	Mus musculus (Mouse)	1945
Q99LN9	Q99LN9	reviewed	DOHH_MOUSE	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)	Dohh	Mus musculus (Mouse)	302
P67984	P67984	reviewed	RL22_MOUSE	Large ribosomal subunit protein eL22 (60S ribosomal protein L22) (Heparin-binding protein HBp15)	Rpl22	Mus musculus (Mouse)	128
P97355	P97355	reviewed	SPSY_MOUSE	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	Sms	Mus musculus (Mouse)	366
Q8BH69	Q8BH69	reviewed	SPS1_MOUSE	Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)	Sephs1 Sps1	Mus musculus (Mouse)	392
O35405	O35405	reviewed	PLD3_MOUSE	5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3) (PLD 3) (Schwannoma-associated protein 9) (SAM-9)	Pld3 Sam9	Mus musculus (Mouse)	488
Q8QZY9	Q8QZY9	reviewed	SF3B4_MOUSE	Splicing factor 3B subunit 4	Sf3b4	Mus musculus (Mouse)	424
Q9CPQ1	Q9CPQ1	reviewed	COX6C_MOUSE	Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc)	Cox6c	Mus musculus (Mouse)	76
Q9EQC5	Q9EQC5	reviewed	SCYL1_MOUSE	N-terminal kinase-like protein (105 kDa kinase-like protein) (Mitosis-associated kinase-like protein NTKL) (SCY1-like protein 1)	Scyl1	Mus musculus (Mouse)	806
Q68EF0	Q68EF0	reviewed	RAB3I_MOUSE	Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (SSX2-interacting protein)	Rab3ip Rabin8	Mus musculus (Mouse)	428
Q8BJZ4	Q8BJZ4	reviewed	RT35_MOUSE	Small ribosomal subunit protein mS35 (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt)	Mrps35	Mus musculus (Mouse)	320
Q91YJ5	Q91YJ5	reviewed	IF2M_MOUSE	Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))	Mtif2	Mus musculus (Mouse)	727
P16951	P16951	reviewed	ATF2_MOUSE	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (MXBP protein) (cAMP response element-binding protein CRE-BP1)	Atf2	Mus musculus (Mouse)	487
Q6P5C5	Q6P5C5	reviewed	SMUG1_MOUSE	Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-)	Smug1	Mus musculus (Mouse)	279
Q8VCH8	Q8VCH8	reviewed	UBXN4_MOUSE	UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2)	Ubxn4 Ubxd2 Ubxdc1	Mus musculus (Mouse)	506
Q8VE70	Q8VE70	reviewed	PDC10_MOUSE	Programmed cell death protein 10 (TF-1 cell apoptosis-related protein 15)	Pdcd10 Tfar15	Mus musculus (Mouse)	212
Q56A08	Q56A08	reviewed	GPKOW_MOUSE	G-patch domain and KOW motifs-containing protein (Protein MOS2 homolog)	Gpkow	Mus musculus (Mouse)	488
O55176	O55176	reviewed	PJA1_MOUSE	E3 ubiquitin-protein ligase Praja-1 (Praja1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Praja-1)	Pja1	Mus musculus (Mouse)	578
P97868	P97868	reviewed	RBBP6_MOUSE	E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	Rbbp6 P2pr Pact	Mus musculus (Mouse)	1790
Q80WR5	Q80WR5	reviewed	CA174_MOUSE	UPF0688 protein C1orf174 homolog		Mus musculus (Mouse)	230
Q8C181	Q8C181	reviewed	MBNL2_MOUSE	Muscleblind-like protein 2	Mbnl2 Kiaa4072	Mus musculus (Mouse)	373
Q99N94	Q99N94	reviewed	RM09_MOUSE	Large ribosomal subunit protein bL9m (39S ribosomal protein L9, mitochondrial) (L9mt) (MRP-L9)	Mrpl9	Mus musculus (Mouse)	265
P30677	P30677	reviewed	GNA14_MOUSE	Guanine nucleotide-binding protein subunit alpha-14 (G alpha-14) (G-protein subunit alpha-14)	Gna14 Gna-14	Mus musculus (Mouse)	355
Q9JM76	Q9JM76	reviewed	ARPC3_MOUSE	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	Arpc3	Mus musculus (Mouse)	178
Q9WUR2	Q9WUR2	reviewed	ECI2_MOUSE	Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)	Eci2 Peci	Mus musculus (Mouse)	391
Q8K2V6	Q8K2V6	reviewed	IPO11_MOUSE	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	Ipo11 Ranbp11	Mus musculus (Mouse)	975
Q7TNE3	Q7TNE3	reviewed	SPAG7_MOUSE	Sperm-associated antigen 7	Spag7	Mus musculus (Mouse)	227
Q91V01	Q91V01	reviewed	MBOA5_MOUSE	Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (mLPCAT3) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)	Lpcat3 Grcc3f Mboat5 Oact5	Mus musculus (Mouse)	487
Q9D4H2	Q9D4H2	reviewed	GCC1_MOUSE	GRIP and coiled-coil domain-containing protein 1 (Golgi coiled-coil protein 1)	Gcc1	Mus musculus (Mouse)	778
Q80UJ7	Q80UJ7	reviewed	RB3GP_MOUSE	Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130) (Rab3-GAP)	Rab3gap1 Kiaa0066 Rab3gap	Mus musculus (Mouse)	981
Q8K4Z3	Q8K4Z3	reviewed	NNRE_MOUSE	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase)	Naxe Aibp Apoa1bp	Mus musculus (Mouse)	282
Q9JHS9	Q9JHS9	reviewed	CWC15_MOUSE	Spliceosome-associated protein CWC15 homolog (Embryonic development factor 1) (mED1)	Cwc15 Ed1	Mus musculus (Mouse)	229
P61082	P61082	reviewed	UBC12_MOUSE	NEDD8-conjugating enzyme Ubc12 (EC 2.3.2.34) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M)	Ube2m Ubc-rs2 Ubc12	Mus musculus (Mouse)	183
Q9R099	Q9R099	reviewed	TBL2_MOUSE	Transducin beta-like protein 2	Tbl2	Mus musculus (Mouse)	442
Q8CAA7	Q8CAA7	reviewed	PGM2L_MOUSE	Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (Phosphoglucomutase-2-like 1)	Pgm2l1	Mus musculus (Mouse)	621
Q99L04	Q99L04	reviewed	DHRS1_MOUSE	Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1)	Dhrs1 D14ertd484e	Mus musculus (Mouse)	313
Q6PHN9	Q6PHN9	reviewed	RAB35_MOUSE	Ras-related protein Rab-35	Rab35	Mus musculus (Mouse)	201
Q9D7G0	Q9D7G0	reviewed	PRPS1_MOUSE	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	Prps1	Mus musculus (Mouse)	318
Q9Z2C9	Q9Z2C9	reviewed	MTMR7_MOUSE	Myotubularin-related protein 7 (Inositol 1,3-bisphosphate phosphatase) (EC 3.1.3.-) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	Mtmr7	Mus musculus (Mouse)	660
O54962	O54962	reviewed	BAF_MOUSE	Barrier-to-autointegration factor (LAP2-binding protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]	Banf1 Baf L2bp1	Mus musculus (Mouse)	89
Q3TLR7	Q3TLR7	reviewed	DTL_MOUSE	Denticleless protein homolog (Lethal(2) denticleless protein homolog) (Meth A retinoic acid-regulated nuclear matrix-associated protein) (Meth A RAMP) (Retinoic acid-regulated nuclear matrix-associated protein)	Dtl Cdt2 L2dtl Ramp	Mus musculus (Mouse)	729
Q8CJF7	Q8CJF7	reviewed	ELYS_MOUSE	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	Ahctf1 Elys	Mus musculus (Mouse)	2243
Q8C561	Q8C561	reviewed	LMBD2_MOUSE	G-protein coupled receptor-associated protein LMBRD2 (LMBR1 domain-containing protein 2)	Lmbrd2	Mus musculus (Mouse)	694
O55013	O55013	reviewed	TPPC3_MOUSE	Trafficking protein particle complex subunit 3 (BET3 homolog)	Trappc3 Bet3	Mus musculus (Mouse)	180
Q8BU04	Q8BU04	reviewed	UBR7_MOUSE	Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)	Ubr7	Mus musculus (Mouse)	425
Q3TKY6	Q3TKY6	reviewed	CWC27_MOUSE	Spliceosome-associated protein CWC27 homolog (Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog) (PPIase CWC27)	Cwc27 Sdccag10	Mus musculus (Mouse)	469
O09110	O09110	reviewed	MP2K3_MOUSE	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3)	Map2k3 Mkk3 Prkmk3	Mus musculus (Mouse)	347
Q9DC48	Q9DC48	reviewed	PRP17_MOUSE	Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (PRP17 homolog)	Cdc40 Prp17 Prpf17	Mus musculus (Mouse)	579
Q8R1V4	Q8R1V4	reviewed	TMED4_MOUSE	Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (p24 family protein alpha-3) (p24alpha3) (p26)	Tmed4 Ers25	Mus musculus (Mouse)	227
Q8VBV3	Q8VBV3	reviewed	EXOS2_MOUSE	Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4)	Exosc2 Rrp4	Mus musculus (Mouse)	293
Q7TMI3	Q7TMI3	reviewed	UHRF2_MOUSE	E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (NIRF) (Np95-like ring finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)	Uhrf2 Nirf	Mus musculus (Mouse)	803
P26883	P26883	reviewed	FKB1A_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase)	Fkbp1a Fkbp1	Mus musculus (Mouse)	108
P97384	P97384	reviewed	ANX11_MOUSE	Annexin A11 (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)	Anxa11 Anx11	Mus musculus (Mouse)	503
Q8K400	Q8K400	reviewed	STXB5_MOUSE	Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)	Stxbp5 Kiaa4253 Llgl3	Mus musculus (Mouse)	1152
P40201	P40201	reviewed	CHD1_MOUSE	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	Chd1 Chd-1	Mus musculus (Mouse)	1711
Q8K0Z7	Q8K0Z7	reviewed	TACO1_MOUSE	Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase 1)	Taco1 Ccdc44	Mus musculus (Mouse)	294
Q9CZN8	Q9CZN8	reviewed	GATA_MOUSE	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (Glutaminyl-tRNA synthase-like protein 1)	Qrsl1	Mus musculus (Mouse)	525
Q9WVQ5	Q9WVQ5	reviewed	MTNB_MOUSE	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109) (APAF1-interacting protein) (Monocyte/macrophage protein 19)	Apip Mmrp19	Mus musculus (Mouse)	241
P08556	P08556	reviewed	RASN_MOUSE	GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras)	Nras	Mus musculus (Mouse)	189
Q3TMX7	Q3TMX7	reviewed	QSOX2_MOUSE	Sulfhydryl oxidase 2 (EC 1.8.3.2) (Quiescin Q6-like protein 1)	Qsox2 Qscn6l1	Mus musculus (Mouse)	692
Q9CPX6	Q9CPX6	reviewed	ATG3_MOUSE	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like)	Atg3 Apg3l	Mus musculus (Mouse)	314
Q9JJK2	Q9JJK2	reviewed	LANC2_MOUSE	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	Lancl2 Tasp	Mus musculus (Mouse)	450
Q2TPA8	Q2TPA8	reviewed	HSDL2_MOUSE	Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-)	Hsdl2	Mus musculus (Mouse)	490
