From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q62377	Q62377	reviewed	U2AFM_MOUSE	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	Zrsr2 U2af1-rs2 U2af1l2 U2af1rs2	Mus musculus (Mouse)	462
Q99J95	Q99J95	reviewed	CDK9_MOUSE	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 9)	Cdk9	Mus musculus (Mouse)	372
Q80WJ7	Q80WJ7	reviewed	LYRIC_MOUSE	Protein LYRIC (3D3/LYRIC) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	Mtdh Lyric	Mus musculus (Mouse)	579
Q91YL3	Q91YL3	reviewed	UCKL1_MOUSE	Uridine-cytidine kinase-like 1 (EC 2.7.1.48)	Uckl1 Urkl1	Mus musculus (Mouse)	548
P46662	P46662	reviewed	MERL_MOUSE	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomin)	Nf2 Nf-2	Mus musculus (Mouse)	596
Q8R0G9	Q8R0G9	reviewed	NU133_MOUSE	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	Nup133	Mus musculus (Mouse)	1155
P59672	P59672	reviewed	ANS1A_MOUSE	Ankyrin repeat and SAM domain-containing protein 1A (Odin)	Anks1a Anks1 Kiaa0229 Odin	Mus musculus (Mouse)	1150
O88845	O88845	reviewed	AKA10_MOUSE	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	Akap10	Mus musculus (Mouse)	662
P51612	P51612	reviewed	XPC_MOUSE	DNA repair protein complementing XP-C cells homolog (Xeroderma pigmentosum group C-complementing protein homolog) (p125)	Xpc	Mus musculus (Mouse)	930
Q69ZF8	Q69ZF8	reviewed	MSL2_MOUSE	E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.-) (E3 ubiquitin-protein transferase MSL2) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184)	Msl2 Kiaa1585 Msl2l1 Rnf184	Mus musculus (Mouse)	577
Q8BPM2	Q8BPM2	reviewed	M4K5_MOUSE	Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)	Map4k5	Mus musculus (Mouse)	847
G5E829	G5E829	reviewed	AT2B1_MOUSE	Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1)	Atp2b1	Mus musculus (Mouse)	1220
O35450	O35450	reviewed	FKBPL_MOUSE	FK506-binding protein-like (WAF-1/CIP1 stabilizing protein 39) (WISp39)	Fkbpl Ng7	Mus musculus (Mouse)	347
Q91XT6	Q91XT6	reviewed	TAC2N_MOUSE	Tandem C2 domains nuclear protein (Membrane targeting tandem C2 domain-containing protein 1) (Tandem C2 protein in nucleus) (Tac2-N)	Tc2n Mtac2d1	Mus musculus (Mouse)	489
F8VPZ9	F8VPZ9	reviewed	BICRA_MOUSE	BRD4-interacting chromatin-remodeling complex-associated protein (Glioma tumor suppressor candidate region gene 1 protein)	Bicra Gltscr1	Mus musculus (Mouse)	1578
Q5SXA9	Q5SXA9	reviewed	KIBRA_MOUSE	Protein KIBRA (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1)	Wwc1 Kiaa0869	Mus musculus (Mouse)	1104
Q91YD9	Q91YD9	reviewed	WASL_MOUSE	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	Wasl	Mus musculus (Mouse)	501
Q9D1E6	Q9D1E6	reviewed	TBCB_MOUSE	Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)	Tbcb Ckap1	Mus musculus (Mouse)	244
Q8BVL9	Q8BVL9	reviewed	JKIP1_MOUSE	Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1)	Jakmip1 Gababrbp Marlin1	Mus musculus (Mouse)	626
Q99KY4	Q99KY4	reviewed	GAK_MOUSE	Cyclin-G-associated kinase (EC 2.7.11.1)	Gak	Mus musculus (Mouse)	1305
Q63932	Q63932	reviewed	MP2K2_MOUSE	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	Map2k2 Mek2 Mkk2 Prkmk2	Mus musculus (Mouse)	401
Q5SSI6	Q5SSI6	reviewed	UTP18_MOUSE	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)	Utp18 Wdr50	Mus musculus (Mouse)	552
Q4JIM5	Q4JIM5	reviewed	ABL2_MOUSE	Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	Abl2 Arg	Mus musculus (Mouse)	1182
Q9CSN1	Q9CSN1	reviewed	SNW1_MOUSE	SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)	Snw1 Skiip	Mus musculus (Mouse)	536
P51859	P51859	reviewed	HDGF_MOUSE	Hepatoma-derived growth factor (HDGF)	Hdgf Tdrm1	Mus musculus (Mouse)	237
B1AZI6	B1AZI6	reviewed	THOC2_MOUSE	THO complex subunit 2 (Tho2)	Thoc2	Mus musculus (Mouse)	1594
Q9D0L8	Q9D0L8	reviewed	MCES_MOUSE	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)	Rnmt Kiaa0398	Mus musculus (Mouse)	465
Q8R516	Q8R516	reviewed	MIB2_MOUSE	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Dystrophin-like protein) (Dyslike) (Mind bomb homolog 2) (Mind bomb-2) (RING-type E3 ubiquitin transferase MIB2) (Skeletrophin)	Mib2 Skd	Mus musculus (Mouse)	973
Q8BFY9	Q8BFY9	reviewed	TNPO1_MOUSE	Transportin-1 (Importin beta-2) (Karyopherin beta-2)	Tnpo1 Kpnb2	Mus musculus (Mouse)	898
D3YZP9	D3YZP9	reviewed	CCDC6_MOUSE	Coiled-coil domain-containing protein 6	Ccdc6	Mus musculus (Mouse)	469
Q3UVG3	Q3UVG3	reviewed	F91A1_MOUSE	Protein FAM91A1	Fam91a1 D15Ertd621e Kiaa0493	Mus musculus (Mouse)	837
P28659	P28659	reviewed	CELF1_MOUSE	CUGBP Elav-like family member 1 (CELF-1) (50 kDa nuclear polyadenylated RNA-binding protein) (Brain protein F41) (Bruno-like protein 2) (CUG triplet repeat RNA-binding protein 1) (CUG-BP1) (CUG-BP- and ETR-3-like factor 1) (Deadenylation factor CUG-BP) (Deadenylation factor EDEN-BP) (Embryo deadenylation element-binding protein homolog) (EDEN-BP homolog) (RNA-binding protein BRUNOL-2)	Celf1 Brunol2 Cugbp Cugbp1	Mus musculus (Mouse)	486
Q5UAK0	Q5UAK0	reviewed	MIER1_MOUSE	Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)	Mier1 Kiaa1610	Mus musculus (Mouse)	511
Q3TRR0	Q3TRR0	reviewed	MAP9_MOUSE	Microtubule-associated protein 9 (Aster-associated protein)	Map9 Asap Mtap9	Mus musculus (Mouse)	646
Q99PT3	Q99PT3	reviewed	IN80B_MOUSE	INO80 complex subunit B (High mobility group AT-hook 1-like 4) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)	Ino80b Hmga1l4 Papa1 Znhit4	Mus musculus (Mouse)	375
Q9R1K5	Q9R1K5	reviewed	FZR1_MOUSE	Fizzy-related protein homolog (Fzr) (Cdh1/Hct1 homolog)	Fzr1 Fyr Fzr	Mus musculus (Mouse)	493
Q99L43	Q99L43	reviewed	CDS2_MOUSE	Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2)	Cds2	Mus musculus (Mouse)	444
Q571K4	Q571K4	reviewed	TAB3_MOUSE	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3)	Tab3 Kiaa4135 Map3k7ip3	Mus musculus (Mouse)	716
Q3US41	Q3US41	reviewed	ESRP1_MOUSE	Epithelial splicing regulatory protein 1 (RNA-binding motif protein 35A) (RNA-binding protein 35A)	Esrp1 Rbm35a	Mus musculus (Mouse)	680
Q8C8U0	Q8C8U0	reviewed	LIPB1_MOUSE	Liprin-beta-1 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 1) (PTPRF-interacting protein-binding protein 1)	Ppfibp1 Kiaa1230	Mus musculus (Mouse)	969
P57787	P57787	reviewed	MOT4_MOUSE	Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)	Slc16a3 Mct4	Mus musculus (Mouse)	470
Q99KG7	Q99KG7	reviewed	HPS4_MOUSE	BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein homolog) (Light-ear protein) (Le protein)	Hps4 Le	Mus musculus (Mouse)	671
Q8VC66	Q8VC66	reviewed	ADIP_MOUSE	Afadin- and alpha-actinin-binding protein (ADIP) (Afadin DIL domain-interacting protein)	Ssx2ip	Mus musculus (Mouse)	615
Q99KX1	Q99KX1	reviewed	MLF2_MOUSE	Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2)	Mlf2	Mus musculus (Mouse)	247
Q9WTX2	Q9WTX2	reviewed	PRKRA_MOUSE	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (RAX) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	Prkra Rax	Mus musculus (Mouse)	313
Q7TSJ2	Q7TSJ2	reviewed	MAP6_MOUSE	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)	Map6 Mtap6	Mus musculus (Mouse)	906
Q8CGZ0	Q8CGZ0	reviewed	CHERP_MOUSE	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)	Cherp Scaf6	Mus musculus (Mouse)	936
O70492	O70492	reviewed	SNX3_MOUSE	Sorting nexin-3 (SDP3 protein)	Snx3	Mus musculus (Mouse)	162
Q8CCI5	Q8CCI5	reviewed	RYBP_MOUSE	RING1 and YY1-binding protein (Death effector domain-associated factor) (DED-associated factor)	Rybp Dedaf	Mus musculus (Mouse)	228
Q6P9R1	Q6P9R1	reviewed	DDX51_MOUSE	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	Ddx51	Mus musculus (Mouse)	639
Q8R1B4	Q8R1B4	reviewed	EIF3C_MOUSE	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)	Eif3c Eif3s8	Mus musculus (Mouse)	911
Q80YD1	Q80YD1	reviewed	SUV3_MOUSE	ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)	Supv3l1 Suv3l1	Mus musculus (Mouse)	779
Q9QUS6	Q9QUS6	reviewed	TRIM1_MOUSE	Probable E3 ubiquitin-protein ligase MID2 (EC 2.3.2.27) (Midline defect 2) (Midline-2) (RING-type E3 ubiquitin transferase MID2) (Tripartite motif-containing protein 1)	Mid2 Fxy2 Trim1	Mus musculus (Mouse)	705
Q9JIY0	Q9JIY0	reviewed	PKHO1_MOUSE	Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1)	Plekho1	Mus musculus (Mouse)	408
Q9ES28	Q9ES28	reviewed	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta) (p85SPR)	Arhgef7 Kiaa0142 Pak3bp	Mus musculus (Mouse)	862
O54917	O54917	reviewed	E2F6_MOUSE	Transcription factor E2F6 (E2F-6) (E2F-binding site-modulating activity protein) (EMA)	E2f6	Mus musculus (Mouse)	272
P17141	P17141	reviewed	ZFP37_MOUSE	Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)	Zfp37 Zfp-37	Mus musculus (Mouse)	594
P62900	P62900	reviewed	RL31_MOUSE	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Rpl31	Mus musculus (Mouse)	125
Q6DFV7	Q6DFV7	reviewed	NCOA7_MOUSE	Nuclear receptor coactivator 7	Ncoa7	Mus musculus (Mouse)	943
Q9JK92	Q9JK92	reviewed	HSPB8_MOUSE	Heat shock protein beta-8 (HspB8) (Alpha-crystallin C chain) (Small stress protein-like protein HSP22)	Hspb8 Cryac Hsp22	Mus musculus (Mouse)	196
Q9D168	Q9D168	reviewed	INT12_MOUSE	Integrator complex subunit 12 (Int12) (PHD finger protein 22)	Ints12 Phf22	Mus musculus (Mouse)	461
Q8R4X3	Q8R4X3	reviewed	RBM12_MOUSE	RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)	Rbm12	Mus musculus (Mouse)	992
Q61183	Q61183	reviewed	PAPOA_MOUSE	Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase)	Papola Pap Plap	Mus musculus (Mouse)	739
P21619	P21619	reviewed	LMNB2_MOUSE	Lamin-B2	Lmnb2	Mus musculus (Mouse)	596
O55143	O55143	reviewed	AT2A2_MOUSE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	Atp2a2	Mus musculus (Mouse)	1044
Q3TX08	Q3TX08	reviewed	TRM1_MOUSE	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	Trmt1 D8Ertd812e	Mus musculus (Mouse)	663
P11627	P11627	reviewed	L1CAM_MOUSE	Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171)	L1cam Caml1	Mus musculus (Mouse)	1260
Q80XS6	Q80XS6	reviewed	SMAG2_MOUSE	Protein Smaug homolog 2 (Smaug 2) (mSmaug2) (Sterile alpha motif domain-containing protein 4B)	Samd4b Smaug2	Mus musculus (Mouse)	687
Q60520	Q60520	reviewed	SIN3A_MOUSE	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	Sin3a Kiaa4126	Mus musculus (Mouse)	1274
Q8CEE7	Q8CEE7	reviewed	RDH13_MOUSE	Retinol dehydrogenase 13 (EC 1.1.1.300)	Rdh13	Mus musculus (Mouse)	334
Q61144	Q61144	reviewed	PSN2_MOUSE	Presenilin-2 (PS-2) (EC 3.4.23.-) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	Psen2 Ad4h Alg3 Ps-2 Psnl2	Mus musculus (Mouse)	448
Q8BYN5	Q8BYN5	reviewed	FSD1L_MOUSE	FSD1-like protein (Coiled-coil domain-containing protein 10) (FSD1 N-terminal-like protein)	Fsd1l Ccdc10 Csdufd1 Fsd1nl	Mus musculus (Mouse)	507
Q8CGI1	Q8CGI1	reviewed	F193A_MOUSE	Protein FAM193A	Fam193a	Mus musculus (Mouse)	1231
Q6PGN3	Q6PGN3	reviewed	DCLK2_MOUSE	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	Dclk2 Dcamkl2	Mus musculus (Mouse)	756
Q3THK3	Q3THK3	reviewed	T2FA_MOUSE	General transcription factor IIF subunit 1 (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha)	Gtf2f1	Mus musculus (Mouse)	508
Q5SP85	Q5SP85	reviewed	CC85A_MOUSE	Coiled-coil domain-containing protein 85A	Ccdc85a Kiaa1912	Mus musculus (Mouse)	500
Q3U8K7	Q3U8K7	reviewed	KMT5B_MOUSE	Histone-lysine N-methyltransferase KMT5B (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5b Suv420h1	Mus musculus (Mouse)	883
Q8K1M6	Q8K1M6	reviewed	DNM1L_MOUSE	Dynamin-1-like protein (EC 3.6.5.5) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-related protein 1)	Dnm1l Drp1	Mus musculus (Mouse)	742
Q8BIV7	Q8BIV7	reviewed	S45A1_MOUSE	Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein homolog) (DNb-5 homolog) (Solute carrier family 45 member 1)	Slc45a1 Dnb5	Mus musculus (Mouse)	751
P10404	P10404	reviewed	ENV1_MOUSE	MLV-related proviral Env polyprotein [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]		Mus musculus (Mouse)	641
Q9R0X5	Q9R0X5	reviewed	RPGR_MOUSE	X-linked retinitis pigmentosa GTPase regulator (mRpgr)	Rpgr	Mus musculus (Mouse)	1001
P56812	P56812	reviewed	PDCD5_MOUSE	Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19)	Pdcd5 Tfar19	Mus musculus (Mouse)	126
O88485	O88485	reviewed	DC1I1_MOUSE	Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)	Dync1i1 Dnci1 Dncic1	Mus musculus (Mouse)	628
P97351	P97351	reviewed	RS3A_MOUSE	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (Protein TU-11)	Rps3a Rps3a1	Mus musculus (Mouse)	264
Q91YE5	Q91YE5	reviewed	BAZ2A_MOUSE	Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5)	Baz2a Kiaa0314 Tip5	Mus musculus (Mouse)	1889
Q91W98	Q91W98	reviewed	S15A4_MOUSE	Solute carrier family 15 member 4 (Peptide/histidine transporter 1)	Slc15a4 Pht1	Mus musculus (Mouse)	574
Q61730	Q61730	reviewed	IL1AP_MOUSE	Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-33 receptot beta chain)	Il1rap	Mus musculus (Mouse)	570
Q9DCL9	Q9DCL9	reviewed	PUR6_MOUSE	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	Paics	Mus musculus (Mouse)	425
Q9JJY3	Q9JJY3	reviewed	NSMA2_MOUSE	Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II)	Smpd3	Mus musculus (Mouse)	655
Q6P1G0	Q6P1G0	reviewed	HEAT6_MOUSE	HEAT repeat-containing protein 6	Heatr6	Mus musculus (Mouse)	1184
Q8K012	Q8K012	reviewed	FBP1L_MOUSE	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	Fnbp1l Toca1	Mus musculus (Mouse)	605
Q8BX17	Q8BX17	reviewed	GEMI5_MOUSE	Gem-associated protein 5 (Gemin5)	Gemin5	Mus musculus (Mouse)	1502
Q8CF60	Q8CF60	reviewed	ZN263_MOUSE	Zinc finger protein 263 (Zinc finger protein FPM315) (Zinc finger protein with KRAB and SCAN domains 12)	Znf263 FPM315 Zfp263 ZKSCAN12	Mus musculus (Mouse)	680
Q05D44	Q05D44	reviewed	IF2P_MOUSE	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	Eif5b If2	Mus musculus (Mouse)	1216
A2A4P0	A2A4P0	reviewed	DHX8_MOUSE	ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8)	Dhx8	Mus musculus (Mouse)	1244
Q9D281	Q9D281	reviewed	NXP20_MOUSE	Protein Noxp20 (Nervous system overexpressed protein 20) (Protein FAM114A1)	Fam114a1 Noxp20	Mus musculus (Mouse)	569
P47930	P47930	reviewed	FOSL2_MOUSE	Fos-related antigen 2 (FRA-2)	Fosl2 Fra-2 Fra2	Mus musculus (Mouse)	326
Q99KR3	Q99KR3	reviewed	LACB2_MOUSE	Endoribonuclease LACTB2 (Beta-lactamase-like protein 2) (EC 3.1.27.-)	Lactb2	Mus musculus (Mouse)	288
P45481	P45481	reviewed	CBP_MOUSE	Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	Crebbp Cbp	Mus musculus (Mouse)	2441
Q8BWT5	Q8BWT5	reviewed	DIP2A_MOUSE	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	Dip2a Dip2 Kiaa0184	Mus musculus (Mouse)	1523
Q8BX90	Q8BX90	reviewed	FND3A_MOUSE	Fibronectin type-III domain-containing protein 3A	Fndc3a D14Ertd453e Fndc3 Kiaa0970	Mus musculus (Mouse)	1198
Q6PDM1	Q6PDM1	reviewed	MSL1_MOUSE	Male-specific lethal 1 homolog (MSL-1) (Hampin) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1)	Msl1 Msl1l1	Mus musculus (Mouse)	616
Q8VDP3	Q8VDP3	reviewed	MICA1_MOUSE	[F-actin]-monooxygenase MICAL1 (EC 1.14.13.225) (EC 1.6.3.1) (Molecule interacting with CasL protein 1) (MICAL-1) (mMical1) (NEDD9-interacting protein with calponin homology and LIM domains)	Mical1 Mical Nical	Mus musculus (Mouse)	1048
Q9D1P2	Q9D1P2	reviewed	KAT8_MOUSE	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1)	Kat8 Mof Myst1	Mus musculus (Mouse)	458
Q9CX66	Q9CX66	reviewed	NOPC1_MOUSE	NOP protein chaperone 1	Nopchap1 D10Wsu102e	Mus musculus (Mouse)	185
Q8BL74	Q8BL74	reviewed	TF3C2_MOUSE	General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)	Gtf3c2 Kiaa0011	Mus musculus (Mouse)	907
Q6PGG2	Q6PGG2	reviewed	GMIP_MOUSE	GEM-interacting protein (GMIP)	Gmip	Mus musculus (Mouse)	971
Q3U1V8	Q3U1V8	reviewed	M3K9_MOUSE	Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25)	Map3k9	Mus musculus (Mouse)	1077
Q8R4R6	Q8R4R6	reviewed	NUP35_MOUSE	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)	Nup35 Mp44 Nup53	Mus musculus (Mouse)	325
Q148V7	Q148V7	reviewed	RELCH_MOUSE	RAB11-binding protein RELCH (LisH domain and HEAT repeat-containing protein KIAA1468) (RAB11-binding protein containing LisH, coiled-coil, and HEAT repeats)	Relch Kiaa1468	Mus musculus (Mouse)	1216
Q62511	Q62511	reviewed	ZFP91_MOUSE	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (Penta Zf protein) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 91 homolog) (Zfp-91) (Zinc finger protein PZF)	Zfp91 Pzf	Mus musculus (Mouse)	572
Q3UQS8	Q3UQS8	reviewed	RBM20_MOUSE	RNA-binding protein 20 (RNA-binding motif protein 20)	Rbm20	Mus musculus (Mouse)	1199
Q80U23	Q80U23	reviewed	SNPH_MOUSE	Syntaphilin	Snph Kiaa0374	Mus musculus (Mouse)	495
Q9ESJ4	Q9ESJ4	reviewed	SPN90_MOUSE	NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (VIP54) (90 kDa N-WASP-interacting protein) (90 kDa SH3 protein interacting with Nck) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-binding protein) (N-WASP-binding protein)	Nckipsd Spin90 Wasbp	Mus musculus (Mouse)	714
P18608	P18608	reviewed	HMGN1_MOUSE	Non-histone chromosomal protein HMG-14 (High mobility group nucleosome-binding domain-containing protein 1)	Hmgn1 Hmg-14 Hmg14	Mus musculus (Mouse)	96
Q61771	Q61771	reviewed	KIF3B_MOUSE	Kinesin-like protein KIF3B (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]	Kif3b	Mus musculus (Mouse)	747
Q8CDU6	Q8CDU6	reviewed	HECD2_MOUSE	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	Hectd2	Mus musculus (Mouse)	774
Q8BGB8	Q8BGB8	reviewed	COQ4_MOUSE	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	Coq4	Mus musculus (Mouse)	266
P48722	P48722	reviewed	HS74L_MOUSE	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Osmotic stress protein 94)	Hspa4l Apg1 Hsp4l Osp94	Mus musculus (Mouse)	838
Q9JHE7	Q9JHE7	reviewed	TSSC4_MOUSE	U5 small nuclear ribonucleoprotein TSSC4	Tssc4 MNCb-3063	Mus musculus (Mouse)	317
Q60795	Q60795	reviewed	NF2L2_MOUSE	Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)	Nfe2l2 Nrf2	Mus musculus (Mouse)	597
P38532	P38532	reviewed	HSF1_MOUSE	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	Hsf1	Mus musculus (Mouse)	525
Q80T85	Q80T85	reviewed	DCAF5_MOUSE	DDB1- and CUL4-associated factor 5 (WD repeat-containing protein 22)	Dcaf5 Kiaa1824 Wdr22	Mus musculus (Mouse)	946
