From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A2AG50	A2AG50	reviewed	MA7D2_MOUSE	MAP7 domain-containing protein 2	Map7d2 Mtap7d2	Mus musculus (Mouse)	781
Q9WU56	Q9WU56	reviewed	PUS1_MOUSE	Pseudouridylate synthase 1 homolog (EC 5.4.99.-) (tRNA pseudouridine synthase 1) (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	Pus1 MNCb-0873	Mus musculus (Mouse)	423
Q9R194	Q9R194	reviewed	CRY2_MOUSE	Cryptochrome-2	Cry2 Kiaa0658	Mus musculus (Mouse)	592
E9Q4F7	E9Q4F7	reviewed	ANR11_MOUSE	Ankyrin repeat domain-containing protein 11	Ankrd11	Mus musculus (Mouse)	2643
B1AZP2	B1AZP2	reviewed	DLGP4_MOUSE	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	Dlgap4 Kiaa0964 Sapap4	Mus musculus (Mouse)	992
Q3U0M1	Q3U0M1	reviewed	TPPC9_MOUSE	Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein)	Trappc9 Kiaa1882 Nibp	Mus musculus (Mouse)	1148
Q9QZM0	Q9QZM0	reviewed	UBQL2_MOUSE	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (Ubiquitin-like product Chap1/Dsk2)	Ubqln2 Plic2	Mus musculus (Mouse)	638
Q6VN19	Q6VN19	reviewed	RBP10_MOUSE	Ran-binding protein 10 (RanBP10)	Ranbp10 Kiaa1464	Mus musculus (Mouse)	620
P40749	P40749	reviewed	SYT4_MOUSE	Synaptotagmin-4 (Synaptotagmin IV) (SytIV)	Syt4 Syt3	Mus musculus (Mouse)	425
Q6P3Y5	Q6P3Y5	reviewed	Z280C_MOUSE	Zinc finger protein 280C (Suppressor of hairy wing homolog 3)	Znf280c Kiaa1584 Suhw3 Zfp280c	Mus musculus (Mouse)	742
P62242	P62242	reviewed	RS8_MOUSE	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Rps8	Mus musculus (Mouse)	208
Q3UHF7	Q3UHF7	reviewed	ZEP2_MOUSE	Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2 homolog) (Myc intron-binding protein 1) (MIBP-1)	Hivep2 Mibp1	Mus musculus (Mouse)	2430
Q3U1J1	Q3U1J1	reviewed	TFPT_MOUSE	TCF3 fusion partner homolog (Protein FB1) (Protein amida)	Tfpt Amida	Mus musculus (Mouse)	259
Q9CRA8	Q9CRA8	reviewed	EXOS5_MOUSE	Exosome complex component RRP46 (Exosome component 5) (Ribosomal RNA-processing protein 46)	Exosc5 D7Wsu180e Rrp46	Mus musculus (Mouse)	235
Q6PG16	Q6PG16	reviewed	HJURP_MOUSE	Holliday junction recognition protein (Fetal liver expressing gene 1 protein homolog) (mFleg1)	Hjurp Fleg1	Mus musculus (Mouse)	667
Q9WVA4	Q9WVA4	reviewed	TAGL2_MOUSE	Transgelin-2 (SM22-beta)	Tagln2 Kiaa0120	Mus musculus (Mouse)	199
Q6P5E8	Q6P5E8	reviewed	DGKQ_MOUSE	Diacylglycerol kinase theta (DAG kinase theta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta)	Dgkq	Mus musculus (Mouse)	934
Q8CCA0	Q8CCA0	reviewed	DCNL4_MOUSE	DCN1-like protein 4 (DCNL4) (DCUN1 domain-containing protein 4) (Defective in cullin neddylation protein 1-like protein 4)	Dcun1d4	Mus musculus (Mouse)	292
Q9QXS1	Q9QXS1	reviewed	PLEC_MOUSE	Plectin (PCN) (PLTN) (Plectin-1) (Plectin-6)	Plec Plec1	Mus musculus (Mouse)	4691
Q924H7	Q924H7	reviewed	WAC_MOUSE	WW domain-containing adapter protein with coiled-coil	Wac Kiaa1844	Mus musculus (Mouse)	646
Q8BRH4	Q8BRH4	reviewed	KMT2C_MOUSE	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog)	Kmt2c Mll3	Mus musculus (Mouse)	4903
Q8C0J6	Q8C0J6	reviewed	SWAHC_MOUSE	Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C)	Sowahc Ankrd57	Mus musculus (Mouse)	512
Q5GH64	Q5GH64	reviewed	XKR7_MOUSE	XK-related protein 7	Xkr7 Xrg7	Mus musculus (Mouse)	580
Q9D168	Q9D168	reviewed	INT12_MOUSE	Integrator complex subunit 12 (Int12) (PHD finger protein 22)	Ints12 Phf22	Mus musculus (Mouse)	461
O88513	O88513	reviewed	GEMI_MOUSE	Geminin	Gmnn	Mus musculus (Mouse)	206
Q8VBW5	Q8VBW5	reviewed	BBX_MOUSE	HMG box transcription factor BBX (Bobby sox homolog) (HMG box-containing protein 2)	Bbx Hbp2	Mus musculus (Mouse)	907
Q61329	Q61329	reviewed	ZFHX3_MOUSE	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	Zfhx3 Atbf1	Mus musculus (Mouse)	3726
Q9EPR4	Q9EPR4	reviewed	S23A2_MOUSE	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2) (SVCT-2) (mSVCT2) (Yolk sac permease-like molecule 2)	Slc23a2 Kiaa0238 Svct2 Yspl2	Mus musculus (Mouse)	648
O08648	O08648	reviewed	M3K4_MOUSE	Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)	Map3k4 Mekk4	Mus musculus (Mouse)	1597
Q9ERE3	Q9ERE3	reviewed	SGK3_MOUSE	Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like)	Sgk3 Cisk Sgkl	Mus musculus (Mouse)	496
Q9ET77	Q9ET77	reviewed	JPH3_MOUSE	Junctophilin-3 (JP-3) (Junctophilin type 3)	Jph3 Jp3	Mus musculus (Mouse)	744
Q3UWM4	Q3UWM4	reviewed	KDM7A_MOUSE	Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)	Kdm7a Jhdm1d Kdm7 Kiaa1718	Mus musculus (Mouse)	940
P16858	P16858	reviewed	G3P_MOUSE	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	Gapdh Gapd	Mus musculus (Mouse)	333
Q9WV30	Q9WV30	reviewed	NFAT5_MOUSE	Nuclear factor of activated T-cells 5 (NF-AT5) (Rel domain-containing transcription factor NFAT5) (T-cell transcription factor NFAT5)	Nfat5	Mus musculus (Mouse)	1534
Q60864	Q60864	reviewed	STIP1_MOUSE	Stress-induced-phosphoprotein 1 (STI1) (mSTI1) (Hsc70/Hsp90-organizing protein) (Hop)	Stip1	Mus musculus (Mouse)	543
Q8R3Y5	Q8R3Y5	reviewed	CS047_MOUSE	Uncharacterized protein C19orf47 homolog		Mus musculus (Mouse)	413
O35685	O35685	reviewed	NUDC_MOUSE	Nuclear migration protein nudC (Nuclear distribution protein C homolog) (Silica-induced gene 92 protein) (SIG-92)	Nudc	Mus musculus (Mouse)	332
Q4VAC9	Q4VAC9	reviewed	PKHG3_MOUSE	Pleckstrin homology domain-containing family G member 3 (PH domain-containing family G member 3)	Plekhg3 Kiaa0599	Mus musculus (Mouse)	1341
Q3THG9	Q3THG9	reviewed	AASD1_MOUSE	Alanyl-tRNA editing protein Aarsd1 (Alanyl-tRNA deacylase alaX) (AlaX) (AlaXp-II) (Alanyl-tRNA synthetase domain-containing protein 1)	Aarsd1 Alax	Mus musculus (Mouse)	412
Q8C6G8	Q8C6G8	reviewed	WDR26_MOUSE	WD repeat-containing protein 26	Wdr26	Mus musculus (Mouse)	641
Q810U4	Q810U4	reviewed	NRCAM_MOUSE	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (mBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	Nrcam Kiaa0343	Mus musculus (Mouse)	1256
Q8CHE4	Q8CHE4	reviewed	PHLP1_MOUSE	PH domain leucine-rich repeat-containing protein phosphatase 1 (EC 3.1.3.16) (Pleckstrin homology domain-containing family E member 1) (PH domain-containing family E member 1) (Suprachiasmatic nucleus circadian oscillatory protein)	Phlpp1 Kiaa0606 Phlpp Plekhe1 Scop	Mus musculus (Mouse)	1687
Q2MHN3	Q2MHN3	reviewed	ZFHX2_MOUSE	Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 5)	Zfhx2 Kiaa1056 zfh-5	Mus musculus (Mouse)	2562
Q9JJY3	Q9JJY3	reviewed	NSMA2_MOUSE	Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II)	Smpd3	Mus musculus (Mouse)	655
Q3UQU0	Q3UQU0	reviewed	BRD9_MOUSE	Bromodomain-containing protein 9	Brd9	Mus musculus (Mouse)	596
Q9DB07	Q9DB07	reviewed	IFT46_MOUSE	Intraflagellar transport protein 46 homolog	Ift46	Mus musculus (Mouse)	301
O54826	O54826	reviewed	AF10_MOUSE	Protein AF-10	Mllt10 Af10	Mus musculus (Mouse)	1068
O70472	O70472	reviewed	TM131_MOUSE	Transmembrane protein 131 (Protein RW1)	Tmem131 D1Bwg0491e Kiaa0257 Rw1	Mus musculus (Mouse)	1877
Q56A08	Q56A08	reviewed	GPKOW_MOUSE	G-patch domain and KOW motifs-containing protein (Protein MOS2 homolog)	Gpkow	Mus musculus (Mouse)	488
O70166	O70166	reviewed	STMN3_MOUSE	Stathmin-3 (Hippocampus abundant transcript 3) (SCG10-like protein) (SCG10-related protein HiAT3)	Stmn3 Sclip	Mus musculus (Mouse)	180
O70435	O70435	reviewed	PSA3_MOUSE	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit K)	Psma3	Mus musculus (Mouse)	255
Q8BZN6	Q8BZN6	reviewed	DOC10_MOUSE	Dedicator of cytokinesis protein 10 (Zizimin-3)	Dock10 Kiaa0694 Ziz3	Mus musculus (Mouse)	2187
O88587	O88587	reviewed	COMT_MOUSE	Catechol O-methyltransferase (EC 2.1.1.6)	Comt Comt1	Mus musculus (Mouse)	265
Q99JH1	Q99JH1	reviewed	RP25L_MOUSE	Ribonuclease P protein subunit p25-like protein (RNase P protein subunit-like p25) (Rpp25-like protein)	Rpp25l	Mus musculus (Mouse)	163
Q8BGS3	Q8BGS3	reviewed	ZKSC1_MOUSE	Zinc finger protein with KRAB and SCAN domains 1	Zkscan1	Mus musculus (Mouse)	561
Q80WV7	Q80WV7	reviewed	SRRM3_MOUSE	Serine/arginine repetitive matrix protein 3	Srrm3 MNCb-4760	Mus musculus (Mouse)	648
Q64727	Q64727	reviewed	VINC_MOUSE	Vinculin (Metavinculin)	Vcl	Mus musculus (Mouse)	1066
O08750	O08750	reviewed	NFIL3_MOUSE	Nuclear factor interleukin-3-regulated protein (E4 promoter-binding protein 4) (Embryo implantation-related NFIL3/E4BP4-like transcription factor)	Nfil3 E4bp4	Mus musculus (Mouse)	462
Q8R322	Q8R322	reviewed	GLE1_MOUSE	mRNA export factor GLE1 (GLE1 RNA export mediator) (GLE1-like protein) (Nucleoporin GLE1)	Gle1 Gle1l	Mus musculus (Mouse)	699
P83917	P83917	reviewed	CBX1_MOUSE	Chromobox protein homolog 1 (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein)	Cbx1 Cbx	Mus musculus (Mouse)	185
Q61146	Q61146	reviewed	OCLN_MOUSE	Occludin	Ocln Ocl	Mus musculus (Mouse)	521
Q91YE3	Q91YE3	reviewed	EGLN1_MOUSE	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egln1	Mus musculus (Mouse)	400
Q9QYY8	Q9QYY8	reviewed	SPAST_MOUSE	Spastin (EC 5.6.1.1)	Spast Kiaa1083 Spg4	Mus musculus (Mouse)	614
Q8K0E1	Q8K0E1	reviewed	KCD15_MOUSE	BTB/POZ domain-containing protein KCTD15 (Potassium channel tetramerization domain-containing protein 15)	Kctd15	Mus musculus (Mouse)	283
P35761	P35761	reviewed	TTK_MOUSE	Dual specificity protein kinase TTK (EC 2.7.12.1) (ESK) (PYT)	Ttk Esk	Mus musculus (Mouse)	856
Q9CXE2	Q9CXE2	reviewed	BCL7A_MOUSE	B-cell CLL/lymphoma 7 protein family member A	Bcl7a	Mus musculus (Mouse)	210
B1AVZ0	B1AVZ0	reviewed	UPP_MOUSE	Uracil phosphoribosyltransferase homolog	Uprt	Mus musculus (Mouse)	310
P97386	P97386	reviewed	DNLI3_MOUSE	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3)	Lig3	Mus musculus (Mouse)	1015
Q6NZP2	Q6NZP2	reviewed	GPBL1_MOUSE	Vasculin-like protein 1 (GC-rich promoter-binding protein 1-like 1)	Gpbp1l1	Mus musculus (Mouse)	473
Q7M6U3	Q7M6U3	reviewed	TEX14_MOUSE	Inactive serine/threonine-protein kinase TEX14 (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein)	Tex14	Mus musculus (Mouse)	1450
Q91WG2	Q91WG2	reviewed	RABE2_MOUSE	Rab GTPase-binding effector protein 2 (Rabaptin-5beta)	Rabep2 Rabpt5b	Mus musculus (Mouse)	554
Q9Z2U1	Q9Z2U1	reviewed	PSA5_MOUSE	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	Psma5	Mus musculus (Mouse)	241
Q3UHU5	Q3UHU5	reviewed	MTCL1_MOUSE	Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2)	Mtcl1 Ccdc165 Kiaa0802 Soga2	Mus musculus (Mouse)	1945
Q03160	Q03160	reviewed	GRB7_MOUSE	Growth factor receptor-bound protein 7 (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	Grb7	Mus musculus (Mouse)	535
Q8CFT2	Q8CFT2	reviewed	SET1B_MOUSE	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.364) (SET domain-containing protein 1B)	Setd1b Kiaa1076 Set1b	Mus musculus (Mouse)	1985
Q91WK2	Q91WK2	reviewed	EIF3H_MOUSE	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	Eif3h Eif3s3	Mus musculus (Mouse)	352
Q8K3A9	Q8K3A9	reviewed	MEPCE_MOUSE	7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-)	Mepce Bcdin3 Bipl1 D5Wsu46e	Mus musculus (Mouse)	666
D3YZP9	D3YZP9	reviewed	CCDC6_MOUSE	Coiled-coil domain-containing protein 6	Ccdc6	Mus musculus (Mouse)	469
P61290	P61290	reviewed	PSME3_MOUSE	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	Psme3	Mus musculus (Mouse)	254
Q9CWE0	Q9CWE0	reviewed	MFR1L_MOUSE	Mitochondrial fission regulator 1-like	Mtfr1l Fam54b	Mus musculus (Mouse)	289
Q61532	Q61532	reviewed	MK06_MOUSE	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3)	Mapk6 Erk3 Prkm4 Prkm6	Mus musculus (Mouse)	720
Q9JL61	Q9JL61	reviewed	RFX5_MOUSE	DNA-binding protein Rfx5 (Regulatory factor X 5)	Rfx5	Mus musculus (Mouse)	658
Q9Z2H5	Q9Z2H5	reviewed	E41L1_MOUSE	Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N)	Epb41l1 Epb4 Epb4.1l1 Kiaa0338	Mus musculus (Mouse)	879
A2AWA9	A2AWA9	reviewed	RBGP1_MOUSE	Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA)	Rabgap1 Kiaa4104	Mus musculus (Mouse)	1064
Q8BQR4	Q8BQR4	reviewed	KANL2_MOUSE	KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog)	Kansl2 Nsl2	Mus musculus (Mouse)	486
Q91YD3	Q91YD3	reviewed	DCP1A_MOUSE	mRNA-decapping enzyme 1A (EC 3.6.1.62) (MAD homolog 4-interacting transcription coactivator 1) (Smad4-interacting transcriptional co-activator) (Transcription factor SMIF)	Dcp1a Mitc1 Smif	Mus musculus (Mouse)	602
Q4JIM5	Q4JIM5	reviewed	ABL2_MOUSE	Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	Abl2 Arg	Mus musculus (Mouse)	1182
Q9EPQ8	Q9EPQ8	reviewed	TCF20_MOUSE	Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein)	Tcf20 Spbp	Mus musculus (Mouse)	1987
P21995	P21995	reviewed	EMB_MOUSE	Embigin (Teratocarcinoma glycoprotein Gp-70)	Emb Gp70	Mus musculus (Mouse)	330
P30415	P30415	reviewed	NKTR_MOUSE	NK-tumor recognition protein (NK-TR protein) (Natural-killer cells cyclophilin-related protein) (Peptidyl-prolyl cis-trans isomerase NKTR) (PPIase) (EC 5.2.1.8)	Nktr	Mus musculus (Mouse)	1453
Q6PNC0	Q6PNC0	reviewed	DMXL1_MOUSE	DmX-like protein 1 (X-like 1 protein)	Dmxl1	Mus musculus (Mouse)	3013
Q9CS00	Q9CS00	reviewed	CATIN_MOUSE	Splicing factor Cactin	Cactin	Mus musculus (Mouse)	772
Q8BJ34	Q8BJ34	reviewed	MARF1_MOUSE	Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1)	Marf1 Kiaa0430 Lkap	Mus musculus (Mouse)	1730
Q5F2E8	Q5F2E8	reviewed	TAOK1_MOUSE	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	Taok1 Kiaa1361	Mus musculus (Mouse)	1001
Q8BKI2	Q8BKI2	reviewed	TNR6B_MOUSE	Trinucleotide repeat-containing gene 6B protein	Tnrc6b Kiaa1093	Mus musculus (Mouse)	1810
Q8C0V0	Q8C0V0	reviewed	TLK1_MOUSE	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (Tousled-like kinase 1)	Tlk1	Mus musculus (Mouse)	766
O70279	O70279	reviewed	ESS2_MOUSE	Splicing factor ESS-2 homolog (ES2 protein) (Expressed sequence 2 embryonic lethal)	Ess2 Dgcr14 Dgsi Es2 Es2el	Mus musculus (Mouse)	479
P58468	P58468	reviewed	SLX9_MOUSE	Ribosome biogenesis protein SLX9 homolog	Slx9 Fam207a	Mus musculus (Mouse)	219
P49312	P49312	reviewed	ROA1_MOUSE	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (HDP-1) (Helix-destabilizing protein) (Single-strand-binding protein) (Topoisomerase-inhibitor suppressed) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]	Hnrnpa1 Fli-2 Hnrpa1 Tis	Mus musculus (Mouse)	320
Q5SFM8	Q5SFM8	reviewed	RBM27_MOUSE	RNA-binding protein 27 (Peri-implantation stem cell protein 1) (RNA-binding motif protein 27)	Rbm27 Kiaa1311	Mus musculus (Mouse)	1060
P49586	P49586	reviewed	PCY1A_MOUSE	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	Pcyt1a Ctpct Pcyt1	Mus musculus (Mouse)	367
Q8CGB6	Q8CGB6	reviewed	TENS2_MOUSE	Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	Tns2 Tenc1	Mus musculus (Mouse)	1400
E9Q3L2	E9Q3L2	reviewed	PI4KA_MOUSE	Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)	Pi4ka Pik4 Pik4ca	Mus musculus (Mouse)	2105
Q62418	Q62418	reviewed	DBNL_MOUSE	Drebrin-like protein (Actin-binding protein 1) (SH3 domain-containing protein 7)	Dbnl Abp1 Sh3p7	Mus musculus (Mouse)	436
Q9WV02	Q9WV02	reviewed	RBMX_MOUSE	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt	Mus musculus (Mouse)	391
O55017	O55017	reviewed	CAC1B_MOUSE	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)	Cacna1b Cach5 Cacnl1a5 Cchn1a	Mus musculus (Mouse)	2327
Q6NSW3	Q6NSW3	reviewed	SPKAP_MOUSE	A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein)	Sphkap Kiaa1678	Mus musculus (Mouse)	1687
E9Q4N7	E9Q4N7	reviewed	ARI1B_MOUSE	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B)	Arid1b Baf250b	Mus musculus (Mouse)	2306
Q9D7P6	Q9D7P6	reviewed	ISCU_MOUSE	Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein)	Iscu Nifun	Mus musculus (Mouse)	168
O09044	O09044	reviewed	SNP23_MOUSE	Synaptosomal-associated protein 23 (SNAP-23) (Syndet) (Vesicle-membrane fusion protein SNAP-23)	Snap23 Sndt	Mus musculus (Mouse)	210
Q7TS75	Q7TS75	reviewed	AMER1_MOUSE	APC membrane recruitment protein 1 (Amer1) (Protein FAM123B)	Amer1 Fam123b	Mus musculus (Mouse)	1132
O54864	O54864	reviewed	SUV91_MOUSE	Histone-lysine N-methyltransferase SUV39H1 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 1) (H3-K9-HMTase 1) (Position-effect variegation 3-9 homolog) (Suppressor of variegation 3-9 homolog 1) (Su(var)3-9 homolog 1)	Suv39h1 Suv39h	Mus musculus (Mouse)	412
Q8QZW2	Q8QZW2	reviewed	FEV_MOUSE	Protein FEV (PC12 ETS domain-containing transcription factor 1) (PC12 ETS factor 1) (Pet-1) (mPet-1)	Fev Pet1	Mus musculus (Mouse)	237
P05064	P05064	reviewed	ALDOA_MOUSE	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Aldolase 1) (Muscle-type aldolase)	Aldoa Aldo1	Mus musculus (Mouse)	364
Q91YK2	Q91YK2	reviewed	RRP1B_MOUSE	Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)	Rrp1b	Mus musculus (Mouse)	724
Q8BXK8	Q8BXK8	reviewed	AGAP1_MOUSE	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2)	Agap1 Centg2 Kiaa1099	Mus musculus (Mouse)	857
Q8C3W1	Q8C3W1	reviewed	CA198_MOUSE	Uncharacterized protein C1orf198 homolog		Mus musculus (Mouse)	322
P59242	P59242	reviewed	CING_MOUSE	Cingulin	Cgn Kiaa1319	Mus musculus (Mouse)	1191
Q9WTQ5	Q9WTQ5	reviewed	AKA12_MOUSE	A-kinase anchor protein 12 (AKAP-12) (Germ cell lineage protein gercelin) (Src-suppressed C kinase substrate) (SSeCKS)	Akap12 Gag12 Ssecks	Mus musculus (Mouse)	1684
Q9Z351	Q9Z351	reviewed	KCNQ2_MOUSE	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)	Kcnq2 Kqt2	Mus musculus (Mouse)	759
Q6DFV7	Q6DFV7	reviewed	NCOA7_MOUSE	Nuclear receptor coactivator 7	Ncoa7	Mus musculus (Mouse)	943
Q8K1L5	Q8K1L5	reviewed	PP1RB_MOUSE	E3 ubiquitin-protein ligase PPP1R11 (EC 2.3.2.27) (Protein phosphatase 1 regulatory subunit 11) (T-complex testis expressed protein 5) (Tctex-5)	Ppp1r11 Tctex5	Mus musculus (Mouse)	131
Q9Z2X1	Q9Z2X1	reviewed	HNRPF_MOUSE	Heterogeneous nuclear ribonucleoprotein F (hnRNP F) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]	Hnrnpf Hnrpf	Mus musculus (Mouse)	415
Q9R0U0	Q9R0U0	reviewed	SRS10_MOUSE	Serine/arginine-rich splicing factor 10 (FUS-interacting serine-arginine-rich protein 1) (Neural-salient serine/arginine-rich protein) (Neural-specific SR protein) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	Srsf10 Fusip1 Nssr Sfrs13a Srsf13a	Mus musculus (Mouse)	262
P54285	P54285	reviewed	CACB3_MOUSE	Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3) (CCHB3)	Cacnb3 Cacnlb3	Mus musculus (Mouse)	484
Q9CQ90	Q9CQ90	reviewed	CI085_MOUSE	Uncharacterized protein C9orf85 homolog		Mus musculus (Mouse)	155
Q9D0I8	Q9D0I8	reviewed	MRT4_MOUSE	mRNA turnover protein 4 homolog (Ribosome assembly factor Mrto4)	Mrto4 Mrt4	Mus musculus (Mouse)	239
Q52KR3	Q52KR3	reviewed	PRUN2_MOUSE	Protein prune homolog 2 (BNIP2 motif-containing molecule at the C-terminal region 1)	Prune2 Bmcc1 Kiaa0367	Mus musculus (Mouse)	3084
B9EJA2	B9EJA2	reviewed	CTTB2_MOUSE	Cortactin-binding protein 2 (CortBP2)	Cttnbp2 Kiaa1758	Mus musculus (Mouse)	1648
Q9D8Y8	Q9D8Y8	reviewed	ING5_MOUSE	Inhibitor of growth protein 5	Ing5	Mus musculus (Mouse)	240
Q9WTK7	Q9WTK7	reviewed	STK11_MOUSE	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1) (mLKB1)	Stk11 Lkb1	Mus musculus (Mouse)	436
